,fdd_var,fdd_desc,cohort
65800,wpincl,Annual amount withdrawn from pension - bracket min value (wpincd),elsa
65801,wpincu,Annual amount withdrawn from pension - bracket max value (wpincd),elsa
65802,wpince,Annual amount withdrawn from pension - bracket entry pnt (wpincd),elsa
65803,wpincr,Annual amount withdrawn from pension - bracket result (wpincd),elsa
65804,wpifsno,Source of information on pension: no information,elsa
65805,wpifsem,Source of information on pension: employer,elsa
65806,wpifsre,Source of information on pension: pension scheme reports,elsa
65807,wpifsco,Source of information on pension: workmates,elsa
65808,wpifspr,Source of information on pension: financial press,elsa
65809,wpifsac,Source of information on pension: accountant,elsa
65810,wpifsfa,Source of information on pension: independent financial advisor,elsa
65811,wpifsrp,Source of information on pension: insurance/pension representative,elsa
65812,wpifs95,Source of information on pension: other,elsa
65813,wpfinfo,Have you recd enough info about expected pension at retirement?,elsa
65814,wpbpsp,Does your employer offer a pension scheme which you are entitled to join?,elsa
65815,wppspc,Are you a member of this pension scheme?,elsa
65816,wpmorp,"Apart from state pensions, do you have any other pension schemes?",elsa
65817,ddbdc,Is/was this pension defined contribution or defined benefit?,elsa
65818,dcurpen,Status of pension scheme membership,elsa
65819,perid,Household Number (PersNo),elsa
65820,samptyp,Sampling status at Wave 4,elsa
65821,finstat4,Final status after Wave 4 interview,elsa
65822,dhdobc,Whether confirms date of birth recorded at Wave 3,elsa
65823,dhr,Relationship of this person to Person 1 in the household,elsa
65824,dhr2,Relationship of this person to Person 2 in the household,elsa
65825,dhr3,Relationship of this person to Person 3 in the household,elsa
65826,dhr4,Relationship of this person to Person 4 in the household,elsa
65827,dhr5,Relationship of this person to Person 5 in the household,elsa
65828,dhr6,Relationship of this person to Person 6 in the household,elsa
65829,dhr7,Relationship of this person to Person 7 in the household,elsa
65830,dhr8,Relationship of this person to Person 8 in the household,elsa
65831,dhr9,Relationship of this person to Person 9 in the household,elsa
65832,dhr10,Relationship of this person to Person 10 in the household,elsa
65833,dhr11,Relationship of this person to Person 11 in the household,elsa
65834,dhr12,Relationship of this person to Person 12 in the household,elsa
65835,dhr13,Relationship of this person to Person 13 in the household,elsa
65836,dhr14,Relationship of this person to Person 14 in the household,elsa
65837,dhr15,Relationship of this person to Person 15 in the household,elsa
65838,dhr16,Relationship of this person to Person 16 in the household,elsa
65839,dhcr11,Relationship of 1st child to 11th person in household,elsa
65840,dhcr12,Relationship of 1st child to 12th person in household,elsa
65841,dhcr13,Relationship of 1st child to 13th person in household,elsa
65842,dhcr14,Relationship of 1st child to 14th person in household,elsa
65843,dhcr15,Relationship of 1st child to 15th person in household,elsa
65844,dhcr16,Relationship of 1st child to 16th person in household,elsa
65845,dhdobc2,Whether confirms date of birth recorded at Wave 3,elsa
65846,dhcr27,Relationship of 2nd child to 11th person in household,elsa
65847,dhcr28,Relationship of 2nd child to 12th person in household,elsa
65848,dhcr29,Relationship of 2nd child to 13th person in household,elsa
65849,dhcr30,Relationship of 2nd child to 14th person in household,elsa
65850,dhcr31,Relationship of 2nd child to 15th person in household,elsa
65851,dhcr32,Relationship of 2nd child to 16th person in household,elsa
65852,dhdobc3,Whether confirms date of birth recorded at Wave 3,elsa
65853,dhcr43,Relationship of 3rd child to 11th person in household,elsa
65854,dhcr44,Relationship of 3rd child to 12th person in household,elsa
65855,dhcr45,Relationship of 3rd child to 13th person in household,elsa
65856,dhcr46,Relationship of 3rd child to 14th person in household,elsa
65857,dhcr47,Relationship of 3rd child to 15th person in household,elsa
65858,dhcr48,Relationship of 3rd child to 16th person in household,elsa
65859,dhdobc4,Whether confirms date of birth recorded at Wave 3,elsa
65860,dhcr59,Relationship of 4th child to 11th person in household,elsa
65861,dhcr60,Relationship of 4th child to 12th person in household,elsa
65862,dhcr61,Relationship of 4th child to 13th person in household,elsa
65863,dhcr62,Relationship of 4th child to 14th person in household,elsa
65864,dhcr63,Relationship of 4th child to 15th person in household,elsa
65865,dhcr64,Relationship of 4th child to 16th person in household,elsa
65866,dhdobc5,Whether confirms date of birth recorded at Wave 3,elsa
65867,dhcr75,Relationship of 5th child to 11th person in household,elsa
65868,dhcr76,Relationship of 5th child to 12th person in household,elsa
65869,dhcr77,Relationship of 5th child to 13th person in household,elsa
65870,dhcr78,Relationship of 5th child to 14th person in household,elsa
65871,dhcr79,Relationship of 5th child to 15th person in household,elsa
65872,dhcr80,Relationship of 5th child to 16th person in household,elsa
65873,dhdobc6,Whether confirms date of birth recorded at Wave 3,elsa
65874,dhcr91,Relationship of 6th child to 11th person in household,elsa
65875,dhcr92,Relationship of 6th child to 12th person in household,elsa
65876,dhcr93,Relationship of 6th child to 13th person in household,elsa
65877,dhcr94,Relationship of 6th child to 14th person in household,elsa
65878,dhcr95,Relationship of 6th child to 15th person in household,elsa
65879,dhcr96,Relationship of 6th child to 16th person in household,elsa
65880,dhdobc7,Whether confirms date of birth recorded at Wave 3,elsa
65881,dhcr107,Relationship of 7th child to 11th person in household,elsa
65882,dhcr108,Relationship of 7th child to 12th person in household,elsa
65883,dhcr109,Relationship of 7th child to 13th person in household,elsa
65884,dhcr110,Relationship of 7th child to 14th person in household,elsa
65885,dhcr111,Relationship of 7th child to 15th person in household,elsa
65886,dhcr112,Relationship of 7th child to 16th person in household,elsa
65887,dhdobc8,Whether confirms date of birth recorded at Wave 3,elsa
65888,dhcr123,Relationship of 8th child to 11th person in household,elsa
65889,dhcr124,Relationship of 8th child to 12th person in household,elsa
65890,dhcr125,Relationship of 8th child to 13th person in household,elsa
65891,dhcr126,Relationship of 8th child to 14th person in household,elsa
65892,dhcr127,Relationship of 8th child to 15th person in household,elsa
65893,dhcr128,Relationship of 8th child to 16th person in household,elsa
65894,dhdobc9,Whether confirms date of birth recorded at Wave 3,elsa
65895,dhcr139,Relationship of 9th child to 11th person in household,elsa
65896,dhcr140,Relationship of 9th child to 12th person in household,elsa
65897,dhcr141,Relationship of 9th child to 13th person in household,elsa
65898,dhcr142,Relationship of 9th child to 14th person in household,elsa
65899,dhcr143,Relationship of 9th child to 15th person in household,elsa
65900,dhcr144,Relationship of 9th child to 16th person in household,elsa
65901,dhdobc10,Whether confirms date of birth recorded at Wave 3,elsa
65902,dhcr155,Relationship of 10th child to 11th person in household,elsa
65903,dhcr156,Relationship of 10th child to 12th person in household,elsa
65904,dhcr157,Relationship of 10th child to 13th person in household,elsa
65905,dhcr158,Relationship of 10th child to 14th person in household,elsa
65906,dhcr159,Relationship of 10th child to 15th person in household,elsa
65907,dhcr160,Relationship of 10th child to 16th person in household,elsa
65908,dhdobc11,Whether confirms date of birth recorded at Wave 3,elsa
65909,dhcr171,Relationship of 11th child to 11th person in household,elsa
65910,dhcr172,Relationship of 11th child to 12th person in household,elsa
65911,dhcr173,Relationship of 11th child to 13th person in household,elsa
65912,dhcr174,Relationship of 11th child to14th person in household,elsa
65913,dhcr175,Relationship of 11th child to 15th person in household,elsa
65914,dhcr176,Relationship of 11th child to 16th person in household,elsa
65915,dhdobc12,Whether confirms date of birth recorded at Wave 3,elsa
65916,dhcr187,Relationship of 12th child to 11th person in household,elsa
65917,dhcr188,Relationship of 12th child to 12th person in household,elsa
65918,dhcr189,Relationship of 12th child to 13th person in household,elsa
65919,dhcr190,Relationship of 12th child to 14th person in household,elsa
65920,dhcr191,Relationship of 12th child to 15th person in household,elsa
65921,dhcr192,Relationship of 12th child to 16th person in household,elsa
65922,dhdobc13,Whether confirms date of birth recorded at Wave 3,elsa
65923,dhcr203,Relationship of 13th child to 11th person in household,elsa
65924,dhcr204,Relationship of 13th child to 12th person in household,elsa
65925,dhcr205,Relationship of 13th child to 13th person in household,elsa
65926,dhcr206,Relationship of 13th child to 14th person in household,elsa
65927,dhcr207,Relationship of 13th child to 15th person in household,elsa
65928,dhcr208,Relationship of 13th child to 16th person in household,elsa
65929,dhdobc14,Whether confirms date of birth recorded at Wave 3,elsa
65930,dhcr219,Relationship of 14th child to 11th person in household,elsa
65931,dhcr220,Relationship of 14th child to 12th person in household,elsa
65932,dhcr221,Relationship of 14th child to 13th person in household,elsa
65933,dhcr222,Relationship of 14th child to 14th person in household,elsa
65934,dhcr223,Relationship of 14th child to 15th person in household,elsa
65935,dhcr224,Relationship of 14th child to 16th person in household,elsa
65936,dhdobc15,Whether confirms date of birth recorded at Wave 3,elsa
65937,dhcr235,Relationship of 15th child to 11th person in household,elsa
65938,dhcr236,Relationship of 15th child to 12th person in household,elsa
65939,dhcr237,Relationship of 15th child to 13th person in household,elsa
65940,dhcr238,Relationship of 15th child to 14th person in household,elsa
65941,dhcr239,Relationship of 15th child to 15th person in household,elsa
65942,dhcr240,Relationship of 15th child to 16th person in household,elsa
65943,dhpa16,Person number of Parent A for 16th child,elsa
65944,dhpb16,Person number of Parent B for 16th child,elsa
65945,dhc16,"Children Grid: Child number within these parents (first child, second child etc)",elsa
65946,dhcs16,child s sex (QCH.C[16].DhCS),elsa
65947,dhdobc16,Whether confirms date of birth recorded at Wave 3,elsa
65948,dhcag16,Children Grid: Age of Child 16,elsa
65949,dhcr241,Relationship of 16th child to 1st person in household,elsa
65950,dhcr242,Relationship of 16th child to 2nd person in household,elsa
65951,dhcr243,Relationship of 16th child to 3rd person in household,elsa
65952,dhcr244,Relationship of 16th child to 4th person in household,elsa
65953,dhcr245,Relationship of 16th child to 5th person in household,elsa
65954,dhcr246,Relationship of 16th child to 6th person in household,elsa
65955,dhcr247,Relationship of 16th child to 7th person in household,elsa
65956,dhcr248,Relationship of 16th child to 8th person in household,elsa
65957,dhcr249,Relationship of 16th child to 9th person in household,elsa
65958,dhcr250,Relationship of 16th child to 10th person in household,elsa
65959,dhcr251,Relationship of 16th child to 11th person in household,elsa
65960,dhcr252,Relationship of 16th child to 12th person in household,elsa
65961,dhcr253,Relationship of 16th child to 13th person in household,elsa
65962,dhcr254,Relationship of 16th child to 14th person in household,elsa
65963,dhcr255,Relationship of 16th child to 15th person in household,elsa
65964,dhcr256,Relationship of 16th child to 16th person in household,elsa
65965,didob,Whether respondent confirms date of birth recorded at Wave 3,elsa
65966,disexc,Whether confirms sex recorded at Wave 3,elsa
65967,dignmyc,Whether confirms number of grandchildren/great grandchildren recorded at Wave 3,elsa
65968,disibc,Whether confirms number of siblings recorded at Wave 3,elsa
65969,hehelf,Self-reported general health,elsa
65970,heatt1,Walking symptom: chest pain,elsa
65971,heatt2,Walking symptom: fatigue,elsa
65972,heatt3,Walking symptom: shortness of breath,elsa
65973,heatt5,Walking symptom: pain in leg or foot,elsa
65974,heatt6,Walking symptom: swelling in leg or foot,elsa
65975,heatt7,Walking symptom: pain in back,elsa
65976,heatt8,Walking symptom: seeing difficulty,elsa
65977,heatt9,Walking symptom: hearing difficulty,elsa
65978,heatt13,"Walking symptom: unsteady on feet, balance",elsa
65979,heatt14,Walking symptom: lightheaded or dizzy,elsa
65980,heatt15,Walking symptom: fear of falling,elsa
65981,heatt16,Walking symptom: anxiety or fear,elsa
65982,heatt95,Walking symptom: other,elsa
65983,heattm1,Walking symptom: chest pain,elsa
65984,heattm2,Walking symptom: fatigue,elsa
65985,heattm3,Walking symptom: shortness of breath,elsa
65986,heattm5,Walking symptom: pain in leg or foot,elsa
65987,heattm6,Walking symptom: swelling in leg or foot,elsa
